customer_id,order_id,name,phone,email,bank_card,id_card,order_date,order_amount
C10034,SO1000000034,陈悦,19913557059,user1565@corp.internal,6298065252805016,420106198807155811,2026-01-09,3018.26
C10035,SO1000000035,陈平,17834629511,service5749@corp.internal,6255669997323028,440305200204282748,2026-05-12,3497.09
C10036,SO1000000036,王霞,15804825473,vip0446@mail.test,6213128785378810,330106197204041587,2026-06-08,744.77
C10037,SO1000000037,罗磊,17756866427,service0815@example.com,6269111966513978,510107198112025568,2026-05-10,800.28
C10038,SO1000000038,高洋,19354600638,customer4132@corp.internal,6286209820902830,420106198402044574,2026-06-07,5168.06
C10039,SO1000000039,吴洋,19764123336,buyer6224@shop.example.org,6258610808464566,330106197007046987,2026-07-30,5342.12
C10040,SO1000000040,孙明,17540301752,buyer6464@shop.example.org,6273514300118152,310104198705278345,2026-08-02,2623.35
C10041,SO1000000041,吴刚,13122619107,order7150@mail.test,6253165681561835,310104199204242517,2026-02-28,7078.99
C10042,SO1000000042,刘丽,17249080256,vip8331@mail.test,6267533317498942,110101197411149942,2026-02-01,8798.07
C10043,SO1000000043,吴涛,13133006162,user3751@mail.test,6207223156491900,510107197502093828,2026-03-26,8078.99
C10044,SO1000000044,张洋,17798431166,service0585@shop.example.org,6240881864969761,440305199404202217,2026-06-16,4934.20
C10045,SO1000000045,孙明,17673427583,buyer2005@shop.example.org,6275203549487721,11010119851010084X,2026-07-29,7051.67
C10046,SO1000000046,罗伟,19125642739,vip4234@shop.example.org,6268105676066625,320106199308054558,2026-01-18,1561.37
C10047,SO1000000047,罗丽,13937244953,customer0161@example.com,6298617212928013,510107199904145829,2026-03-30,7391.70
C10048,SO1000000048,黄刚,15751635686,service5731@corp.internal,6283232920851635,330106198506272107,2026-07-12,9616.04
C10049,SO1000000049,黄强,19901364476,customer2631@corp.internal,6222672479680691,610113197711217277,2026-06-10,6851.21
C10050,SO1000000050,胡超,18764239099,customer7681@example.com,6229066726189577,610113200310199607,2026-09-10,5028.50
C10051,SO1000000051,孙杰,18577217555,vip6439@example.com,6296127082387490,44030520030611565X,2026-05-18,9312.26
C10052,SO1000000052,郭杰,15297571262,user6419@mail.test,6277388102603943,330106199711041644,2026-02-26,5292.62
C10053,SO1000000053,陈悦,18758492192,user7243@mail.test,6257888832152008,440305198608118450,2026-08-23,665.93
C10054,SO1000000054,李勇,18376287848,user9621@corp.internal,6220487835379546,440305197105096582,2026-09-19,2048.69
C10055,SO1000000055,高健,13198615510,customer3944@shop.example.org,6247704727068097,610113199006112073,2026-09-21,6145.51
C10056,SO1000000056,林杰,19349311509,buyer2823@corp.internal,6280075290228428,610113197105261542,2026-08-05,5625.41
C10057,SO1000000057,陈杰,13699466857,customer9249@corp.internal,6294521982932631,330106199406170263,2026-07-19,554.13
C10058,SO1000000058,赵军,18584648900,customer6346@corp.internal,6285572185660850,440305198804037471,2026-01-20,7424.98
C10059,SO1000000059,罗洋,18191411424,vip6746@shop.example.org,6267649668363269,110101198411123915,2026-04-11,6879.53
C10060,SO1000000060,何伟,18009646736,buyer2899@shop.example.org,6215445201645814,420106199003057508,2026-05-23,5470.68
C10061,SO1000000061,吴勇,15528786820,user1972@corp.internal,6222113304154867,310104198006054051,2026-01-04,56.35
C10062,SO1000000062,郭刚,19450213853,order8472@shop.example.org,6283251556079683,320106198804040556,2026-04-11,3154.17
C10063,SO1000000063,张洋,13350977170,user8398@mail.test,6243088031868432,510107199410239964,2026-03-30,6296.46
C10064,SO1000000064,马悦,13437633007,customer1721@mail.test,6281883339262152,610113197801026925,2026-01-08,4452.48
C10065,SO1000000065,黄伟,13844063019,order5020@mail.test,6259368387628759,610113197304052831,2026-04-12,5048.72
C10066,SO1000000066,黄平,19881602673,buyer0459@corp.internal,6260075565205741,110101198210203978,2026-02-16,3839.00
C10067,SO1000000067,孙悦,19470146151,order9940@shop.example.org,6232402240987763,510107198703146257,2026-03-29,1480.25
C10068,SO1000000068,罗军,17586265417,buyer0904@shop.example.org,6280649084471905,330106200206286830,2026-02-24,9544.22
C10069,SO1000000069,马悦,19729380620,order0627@corp.internal,6291944273347892,320106198908244844,2026-04-02,4154.18
C10070,SO1000000070,马悦,13176174367,buyer6561@example.com,6281444675652637,310104200309134833,2026-02-26,5850.51
C10071,SO1000000071,李敏,17610291124,buyer5309@example.com,6204894402895558,110101199705131114,2026-05-21,8099.96
C10072,SO1000000072,赵涛,18746293345,buyer1400@shop.example.org,6240206394390736,320106198010068303,2026-09-11,2061.08
C10073,SO1000000073,杨艳,19384105785,customer3849@example.com,6258874140844675,310104197804232428,2026-03-21,3064.68
C10074,SO1000000074,高敏,13001727275,buyer0034@mail.test,6269617466567256,310104197711175495,2026-04-15,1199.20
C10075,SO1000000075,朱强,19471720184,order3934@corp.internal,6277910071822715,510107199805209161,2026-02-16,9081.95
C10076,SO1000000076,赵强,15471007018,service1661@example.com,6282374225396428,440305200312174760,2026-01-09,942.96
C10077,SO1000000077,罗勇,15811949321,user1918@shop.example.org,6246201259030992,420106198107018365,2026-09-01,138.86
C10078,SO1000000078,何明,15422635570,customer1609@shop.example.org,6272864225103891,420106197501202000,2026-06-16,9125.40
C10079,SO1000000079,罗平,13762675418,order1486@corp.internal,6215936411760005,510107198611171375,2026-04-21,4808.71
C10080,SO1000000080,胡健,19768066623,order2101@mail.test,6285300314013464,330106200106047189,2026-04-08,1235.06
C10081,SO1000000081,刘超,18263575281,customer4846@corp.internal,6284606759146341,420106197508188184,2026-05-08,4534.32
C10082,SO1000000082,陈静,15089671308,user7295@example.com,6225038646772885,440305197101284519,2026-08-11,192.68
C10083,SO1000000083,高洋,19808118654,user9982@corp.internal,6236027659069690,320106199509094089,2026-04-26,907.84
C10084,SO1000000084,何伟,13249584592,customer7573@mail.test,6296831262834813,510107197310115391,2026-05-05,5044.79
C10085,SO1000000085,朱军,13715302072,service9203@example.com,6278480547095998,330106198308253415,2026-01-16,915.77
C10086,SO1000000086,林明,13022455916,service0857@corp.internal,6299893398872361,440305197809085304,2026-03-06,4685.08
C10087,SO1000000087,郭涛,19586380531,customer6241@corp.internal,6235275649914464,110101197004115032,2026-04-29,3849.82
C10088,SO1000000088,徐伟,18871448553,buyer2417@shop.example.org,6286006607145215,420106197010149524,2026-09-09,3828.66
C10089,SO1000000089,张勇,15159920629,user4575@shop.example.org,6242296086152252,110101199412229089,2026-06-01,1556.54
C10090,SO1000000090,朱强,19851026663,order8748@mail.test,6294819999347391,510107199909046766,2026-01-05,7399.25
C10091,SO1000000091,徐静,13727072806,service5091@shop.example.org,6281907004142611,440305198203178594,2026-07-10,2903.56
C10092,SO1000000092,赵艳,18556461173,user6337@shop.example.org,6294182786757920,320106199102116418,2026-03-20,3484.46
C10093,SO1000000093,罗平,18068070680,buyer2687@corp.internal,6243924528327310,610113200103098889,2026-09-26,2382.71
C10094,SO1000000094,徐超,19543572327,vip8235@mail.test,6212546118670283,320106200206148356,2026-08-23,8734.84
C10095,SO1000000095,张超,18291409493,customer2574@corp.internal,6208521302687795,420106198211019827,2026-05-03,9770.19
C10096,SO1000000096,张健,17560534473,customer6982@shop.example.org,6265540208619769,320106198402092003,2026-01-20,2412.86
C10097,SO1000000097,胡艳,13530070913,buyer7453@corp.internal,6207541932386825,110101199912152356,2026-07-02,723.35
C10098,SO1000000098,陈涛,19598618895,vip7470@shop.example.org,6267855076745696,310104199405171954,2026-05-18,3878.53
C10099,SO1000000099,林杰,19357923346,buyer2016@corp.internal,6290589249134741,420106198605241439,2026-05-26,8555.67
C10100,SO1000000100,杨静,15259034075,service3759@example.com,6297356885514492,510107200204257534,2026-09-23,7638.43
C10101,SO1000000101,马悦,18306818861,customer3252@shop.example.org,6241921397068878,510107199501071298,2026-06-12,3311.13
C10102,SO1000000102,陈娜,13694516649,vip2889@example.com,6202772394590878,310104197706184696,2026-04-16,5235.77
C10103,SO1000000103,孙勇,15334942029,user7315@example.com,6239738924543346,330106200309179405,2026-03-29,778.62
C10104,SO1000000104,林杰,15612938101,customer9717@corp.internal,6283608495600681,61011319811106657X,2026-08-06,3616.52
C10105,SO1000000105,刘军,17196770578,vip1869@mail.test,6224540230691752,610113197209044884,2026-04-27,1567.51
C10106,SO1000000106,马洋,19076087343,order0687@shop.example.org,6226736360839082,110101197003046151,2026-01-27,3189.96
C10107,SO1000000107,李勇,13058214589,buyer8663@corp.internal,6207344859854259,510107198710191638,2026-08-12,9530.87
C10108,SO1000000108,郭霞,13619778626,order2096@corp.internal,6222606179042158,610113199511206441,2026-05-15,5445.89
C10109,SO1000000109,陈娜,13135163838,customer2287@mail.test,6286841054582035,310104197510274462,2026-01-11,9088.83
C10110,SO1000000110,胡勇,13372711630,service2467@corp.internal,6269949165391633,440305199503131880,2026-01-28,6134.28
C10111,SO1000000111,胡磊,15567869623,buyer6170@shop.example.org,6281196907207925,310104197005160675,2026-04-21,12.71
C10112,SO1000000112,高军,19868649300,customer2454@mail.test,6281155036897873,420106197608074061,2026-03-15,3362.80
C10113,SO1000000113,马敏,18034329921,user9836@shop.example.org,6214891241296996,320106198601083038,2026-03-02,3417.75
C10114,SO1000000114,孙磊,18609086559,buyer8842@mail.test,6278306080438628,510107199009054832,2026-02-28,2010.41
C10115,SO1000000115,杨明,13944131070,buyer2016@shop.example.org,6237580910528663,440305199806141752,2026-08-14,5784.51
C10116,SO1000000116,赵娜,19776313224,order0967@corp.internal,6203950933401752,330106197712117824,2026-02-27,9386.26
C10117,SO1000000117,朱洋,17908025385,service0104@example.com,6261893051582616,510107199708089559,2026-02-18,9337.65
C10118,SO1000000118,胡明,15094269986,buyer9151@mail.test,6296658267775018,510107199804248310,2026-06-18,7630.37
C10119,SO1000000119,张军,13171220820,buyer0653@shop.example.org,6240416286440784,310104198608056898,2026-08-25,332.98
C10120,SO1000000120,吴超,17461009597,order5242@corp.internal,6247035496566304,440305200002134288,2026-06-30,6487.88
