customer_id,order_id,name,phone,email,bank_card,id_card,order_date,order_amount
C10068,SO1000000143,罗军,17586265417,buyer0904@shop.example.org,6280649084471905,330106200206286830,2026-07-16,8373.92
C10071,SO1000000144,李敏,17610291124,buyer5309@example.com,6204894402895558,110101199705131114,2026-02-01,5911.03
C10074,SO1000000145,高敏,13001727275,buyer0034@mail.test,6269617466567256,310104197711175495,2026-01-27,8392.61
C10077,SO1000000146,罗勇,15811949321,user1918@shop.example.org,6246201259030992,420106198107018365,2026-04-24,9131.27
C10080,SO1000000147,胡健,19768066623,order2101@mail.test,6285300314013464,330106200106047189,2026-01-08,2049.42
C10083,SO1000000148,高洋,19808118654,user9982@corp.internal,6236027659069690,320106199509094089,2026-01-11,182.78
C10086,SO1000000149,林明,13022455916,service0857@corp.internal,6299893398872361,440305197809085304,2026-03-14,9102.51
C10089,SO1000000150,张勇,15159920629,user4575@shop.example.org,6242296086152252,110101199412229089,2026-05-24,7769.65
C10092,SO1000000151,赵艳,18556461173,user6337@shop.example.org,6294182786757920,320106199102116418,2026-03-17,7961.03
C10095,SO1000000152,张超,18291409493,customer2574@corp.internal,6208521302687795,420106198211019827,2026-03-01,2238.47
C10098,SO1000000153,陈涛,19598618895,vip7470@shop.example.org,6267855076745696,310104199405171954,2026-08-04,8056.84
C10101,SO1000000154,马悦,18306818861,customer3252@shop.example.org,6241921397068878,510107199501071298,2026-09-10,8501.95
C10104,SO1000000155,林杰,15612938101,customer9717@corp.internal,6283608495600681,61011319811106657X,2026-02-06,7897.95
C10107,SO1000000156,李勇,13058214589,buyer8663@corp.internal,6207344859854259,510107198710191638,2026-01-19,2048.00
C10110,SO1000000157,胡勇,13372711630,service2467@corp.internal,6269949165391633,440305199503131880,2026-06-29,6500.16
C10113,SO1000000158,马敏,18034329921,user9836@shop.example.org,6214891241296996,320106198601083038,2026-08-07,5814.49
C10116,SO1000000159,赵娜,19776313224,order0967@corp.internal,6203950933401752,330106197712117824,2026-02-05,9075.34
C10119,SO1000000160,张军,13171220820,buyer0653@shop.example.org,6240416286440784,310104198608056898,2026-01-26,3120.55
C10002,SO1000000161,李静,18811406822,vip7677@mail.test,6263815277849766,510107199609081519,2026-09-19,3717.74
C10005,SO1000000162,黄洋,19910953556,buyer5259@corp.internal,6291705244776885,610113198212253868,2026-07-11,5330.71
C10008,SO1000000163,周悦,13794294724,vip6226@shop.example.org,6225773492065790,310104198508017349,2026-01-05,4285.36
C10011,SO1000000164,郭勇,13330593126,service8982@example.com,6212567615832614,320106197003070590,2026-03-29,46.98
C10014,SO1000000165,朱明,19247907002,user3599@shop.example.org,6247139186917056,330106198905067952,2026-07-17,5884.94
C10017,SO1000000166,陈丽,18077702486,user3175@example.com,6223036996398626,110101199304099686,2026-05-25,4333.03
C10020,SO1000000167,林超,18219346907,user0059@shop.example.org,6257498498337966,320106199512209772,2026-02-26,7958.98
C10023,SO1000000168,马强,18268864660,service7875@shop.example.org,6210131030317354,310104198910074341,2026-08-05,4489.83
C10026,SO1000000169,徐丽,17412824235,service9510@shop.example.org,6267160377675217,610113197504196936,2026-04-30,7392.07
C10029,SO1000000170,陈娜,18119789467,vip9098@mail.test,6254933519038196,320106198102137097,2026-08-18,1457.23
C10032,SO1000000171,周洋,17173011974,buyer9037@mail.test,6277888693127772,320106199805133150,2026-08-31,1911.86
C10035,SO1000000172,陈平,17834629511,service5749@corp.internal,6255669997323028,440305200204282748,2026-04-23,7208.14
C10038,SO1000000173,高洋,19354600638,customer4132@corp.internal,6286209820902830,420106198402044574,2026-03-26,3181.82
C10041,SO1000000174,吴刚,13122619107,order7150@mail.test,6253165681561835,310104199204242517,2026-02-17,6900.69
C10044,SO1000000175,张洋,17798431166,service0585@shop.example.org,6240881864969761,440305199404202217,2026-08-07,4598.01
C10047,SO1000000176,罗丽,13937244953,customer0161@example.com,6298617212928013,510107199904145829,2026-03-24,4551.96
C10050,SO1000000177,胡超,18764239099,customer7681@example.com,6229066726189577,610113200310199607,2026-08-17,8979.80
C10053,SO1000000178,陈悦,18758492192,user7243@mail.test,6257888832152008,440305198608118450,2026-02-10,3051.23
C10056,SO1000000179,林杰,19349311509,buyer2823@corp.internal,6280075290228428,610113197105261542,2026-04-25,291.41
C10059,SO1000000180,罗洋,18191411424,vip6746@shop.example.org,6267649668363269,110101198411123915,2026-02-16,3016.81
C10062,SO1000000181,郭刚,19450213853,order8472@shop.example.org,6283251556079683,320106198804040556,2026-04-10,6069.81
C10065,SO1000000182,黄伟,13844063019,order5020@mail.test,6259368387628759,610113197304052831,2026-03-18,3626.84
C10068,SO1000000183,罗军,17586265417,buyer0904@shop.example.org,6280649084471905,330106200206286830,2026-04-17,6995.10
C10071,SO1000000184,李敏,17610291124,buyer5309@example.com,6204894402895558,110101199705131114,2026-02-16,6855.71
C10074,SO1000000185,高敏,13001727275,buyer0034@mail.test,6269617466567256,310104197711175495,2026-03-25,4121.96
C10077,SO1000000186,罗勇,15811949321,user1918@shop.example.org,6246201259030992,420106198107018365,2026-03-19,6795.62
C10080,SO1000000187,胡健,19768066623,order2101@mail.test,6285300314013464,330106200106047189,2026-01-06,4886.91
C10083,SO1000000188,高洋,19808118654,user9982@corp.internal,6236027659069690,320106199509094089,2026-06-20,7227.78
C10086,SO1000000189,林明,13022455916,service0857@corp.internal,6299893398872361,440305197809085304,2026-05-11,293.00
C10089,SO1000000190,张勇,15159920629,user4575@shop.example.org,6242296086152252,110101199412229089,2026-02-13,3793.18
C10092,SO1000000191,赵艳,18556461173,user6337@shop.example.org,6294182786757920,320106199102116418,2026-03-09,1133.55
C10095,SO1000000192,张超,18291409493,customer2574@corp.internal,6208521302687795,420106198211019827,2026-08-11,1026.77
C10098,SO1000000193,陈涛,19598618895,vip7470@shop.example.org,6267855076745696,310104199405171954,2026-02-23,6106.76
C10101,SO1000000194,马悦,18306818861,customer3252@shop.example.org,6241921397068878,510107199501071298,2026-09-06,5061.05
C10104,SO1000000195,林杰,15612938101,customer9717@corp.internal,6283608495600681,61011319811106657X,2026-03-06,9802.43
C10107,SO1000000196,李勇,13058214589,buyer8663@corp.internal,6207344859854259,510107198710191638,2026-02-22,4756.65
C10110,SO1000000197,胡勇,13372711630,service2467@corp.internal,6269949165391633,440305199503131880,2026-07-30,3440.50
C10113,SO1000000198,马敏,18034329921,user9836@shop.example.org,6214891241296996,320106198601083038,2026-01-03,2048.76
C10116,SO1000000199,赵娜,19776313224,order0967@corp.internal,6203950933401752,330106197712117824,2026-06-26,362.85
C10119,SO1000000200,张军,13171220820,buyer0653@shop.example.org,6240416286440784,310104198608056898,2026-08-17,9213.11
